0.51548 77.5976
0.56876 1898.87
0.5854 3621.46
0.64268 4916.91
0.651 6451.61
0.66764 7848.54
0.70828 8866.55
0.7166 10214.9
0.72492 11532.3
0.76556 12278.6
0.77388 13490.5
0.7822 14676.6
0.79052 15837.7
0.79884 16974.6
0.81548 17903.6
0.8654 18072.6
0.87372 19090.8
0.88204 20089.8
0.89036 21070.1
0.89868 22032.3
0.907 22976.8
0.91532 23904.2
0.92364 24814.9
0.94028 25481.8
0.99852 25037.1
1.00684 25863.1
1.01516 26675.6
1.02348 27474.9
1.0318 28261.3
1.04012 29035.1
1.04844 29796.7
1.05676 30546.2
1.12332 29662.1
1.13164 30363
1.13996 31053.7
1.14828 31734.4
1.1566 32405.3
1.16492 33066.6
1.2222 32367.9
1.23052 32994.2
1.27948 32544.5
1.2878 33141.8
1.29612 33731.4
1.30444 34313.6
1.34604 34025.7
1.35436 34584.6
1.36268 35136.6
1.371 35682
1.37932 36220.7
1.38764 36753
1.39596 37279
1.4542 36501.2
1.46252 37004.6
1.47084 37502.4
1.47916 37994.5
1.48748 38481.2
1.4958 38962.4
1.50412 39438.3
1.56236 38633.9
1.57068 39091.3
1.579 39544
1.58732 39991.9
1.59564 40435.2
1.60396 40873.8
1.61228 41308
1.67052 40490.4
1.67884 40909.2
1.68716 41323.9
1.69548 41734.5
1.7038 42141.1
1.71212 42543.7
1.77868 41536.4
1.787 41925
1.79532 42310
1.80364 42691.4
1.81196 43069.4
1.82028 43443.9
1.8286 43814.9
1.88684 43013.7
1.89516 43373.6
1.90348 43730.4
1.9118 44084.1
1.92012 44434.7
1.92844 44782.3
1.93676 45126.9
1.94508 45468.6
2.01164 44481.1
2.01996 44812.8
2.02828 45141.7
2.0366 45467.9
2.04492 45791.5
2.05324 46112.5
2.06156 46430.9
2.06988 46746.7
2.0782 47060
2.14476 46084.4
2.15308 46389.4
2.1614 46692
2.16972 46992.2
2.17804 47290.2
2.18636 47585.9
2.19468 47879.4
2.203 48170.7
2.23628 47918.9
2.2446 48204.6
2.25292 48488.2
2.26124 48769.7
2.26956 49049.2
2.27788 49326.6
2.2862 49602
2.29452 49875.4
2.30284 50146.8
2.3278 50055.8
2.33612 50322.8
2.34444 50587.8
2.35276 50850.9
2.36108 51112.2
2.3694 51371.7
2.37772 51629.3
2.38604 51885.1
2.39436 52139.2
2.40268 52391.5
2.43596 52102.7
2.44428 52350.8
2.4526 52597.2
2.46092 52842
2.46924 53085.2
2.47756 53326.7
2.48588 53566.5
2.4942 53804.8
2.50252 54041.5
2.51084 54276.7
2.51916 54510.2
2.55244 54207
2.56076 54437
2.56908 54665.5
2.5774 54892.5
2.58572 55118.1
2.59404 55342.2
2.60236 55564.9
2.61068 55786.2
2.619 56006.1
2.62732 56224.6
2.66892 55737.9
2.67724 55953.1
2.68556 56167.1
2.69388 56379.6
2.7022 56590.9
2.71052 56800.9
2.71884 57009.6
2.72716 57217
2.73548 57423.2
2.7438 57628.1
2.7854 57140.8
2.79372 57342.9
2.80204 57543.8
2.81036 57743.5
2.81868 57942
2.827 58139.4
2.83532 58335.6
2.84364 58530.6
2.85196 58724.5
2.86028 58917.3
2.8686 59109
2.91852 58454.3
2.92684 58643.5
2.93516 58831.5
2.94348 59018.6
2.9518 59204.6
2.96012 59389.5
2.96844 59573.4
2.97676 59756.2
2.98508 59938.1
2.9934 60118.9
3.00172 60298.8
3.04332 59816.3
3.05164 59994
3.05996 60170.7
3.11724 59398.7
3.12556 59573.3
3.1838 58810.2
3.19212 58982.7
3.20044 59154.4
3.25868 58416.3
3.267 58585.9
3.27532 58754.6
3.34188 57895.6
3.3502 58062.2
3.35852 58228
3.36684 58393
3.37516 58557.2
3.38348 58720.6
3.44172 58029.1
3.45004 58190.6
3.45836 58351.4
3.46668 58511.3
3.475 58670.5
3.48332 58828.9
3.54988 58018.9
3.5582 58175.5
3.56652 58331.4
3.57484 58486.5
3.58316 58641
3.59148 58794.7
3.66636 57877.6
3.67468 58029.5
3.683 58180.8
3.69132 58331.4
3.69964 58481.4
3.70796 58630.6
3.71628 58779.2
3.79948 57765.8
3.8078 57912.7
3.81612 58059
3.82444 58204.6
3.83276 58349.6
3.84108 58494
3.91596 57641
3.92428 57783.8
3.9326 57926.1
3.94092 58067.7
3.94924 58208.7
3.95756 58349.1
3.96588 58488.9
4.04076 57662.4
4.04908 57800.8
4.0574 57938.6
4.06572 58075.8
4.07404 58212.5
4.08236 58348.6
4.09068 58484.2
4.099 58619.2
4.16556 57932.2
4.17388 58065.9
4.1822 58199
4.19052 58331.7
4.19884 58463.8
4.20716 58595.3
4.21548 58726.4
4.2238 58857
4.23212 58987
4.2654 58770.6
4.27372 58899.5
4.28204 59027.9
4.29036 59155.9
4.29868 59283.3
4.307 59410.3
4.31532 59536.7
4.32364 59662.7
4.3486 59559.4
4.35692 59684.4
4.36524 59808.9
4.37356 59932.9
4.38188 60056.4
4.3902 60179.5
4.39852 60302.1
4.40684 60424.2
4.44844 60093
4.45676 60214.1
4.46508 60334.9
4.4734 60455.1
4.48172 60575
4.49004 60694.3
4.49836 60813.3
4.50668 60931.8
4.515 61049.8
4.56492 60610
4.57324 60727.2
4.58156 60843.9
4.58988 60960.2
4.5982 61076.1
4.60652 61191.5
4.61484 61306.6
4.62316 61421.2
4.63148 61535.4
4.6398 61649.2
4.6814 61323.5
4.68972 61436.5
4.69804 61549.1
4.70636 61661.2
4.71468 61773
4.723 61884.4
4.73132 61995.4
4.73964 62106
4.74796 62216.2
4.75628 62326
4.7646 62435.5
4.8062 62111.4
4.81452 62220.1
4.82284 62328.4
4.83116 62436.4
4.83948 62543.9
4.8478 62651.1
4.85612 62757.9
4.86444 62864.4
4.87276 62970.5
4.88108 63076.2
4.931 62648.5
4.93932 62753.6
4.94764 62858.3
4.95596 62962.6
4.96428 63066.5
4.9726 63170.2
4.98092 63273.5
4.98924 63376.4
4.99756 63479
5.00588 63581.2
5.06412 63055.4
5.07244 63157
5.08076 63258.3
5.08908 63359.2
5.0974 63459.8
5.10572 63560.1
5.11404 63660
5.12236 63759.7
5.13068 63859
5.19724 63241.3
5.25548 62738.3
5.2638 62836.7
5.32204 62344.5
5.33036 62442.3
5.33868 62539.8
5.347 62637
5.41356 62059
5.42188 62155.6
5.4302 62251.9
5.43852 62347.8
5.44684 62443.5
5.52172 61785.1
5.53004 61880.2
5.53836 61975
5.54668 62069.6
5.555 62163.8
5.6382 61431
5.64652 61524.6
5.65484 61618
5.66316 61711.1
5.67148 61804
5.6798 61896.5
5.75468 61271.9
5.763 61363.9
5.77132 61455.6
5.77964 61547.1
5.78796 61638.3
5.79628 61729.2
5.8046 61819.9
5.87948 61209.5
5.8878 61299.6
5.89612 61389.5
5.90444 61479.2
5.91276 61568.5
5.92108 61657.7
6.00428 60976.5
6.0126 61065.1
6.02092 61153.4
6.02924 61241.5
6.03756 61329.4
6.04588 61417
6.1374 60670.6
6.14572 60757.7
6.15404 60844.6
6.16236 60931.2
6.17068 61017.6
6.27052 60211.9
6.27884 60297.8
6.28716 60383.4
6.37868 59680.1
6.387 59765.1
6.48684 59005.6
6.49516 59090.2
6.50348 59174.5
6.5118 59258.6
6.61996 58447.5
6.62828 58531
6.74476 57674.4
6.75308 57757.3
6.83628 57206.6
6.95276 56397.7
6.96108 56479.7
7.07756 55697.2
7.08588 55778.5
7.21068 54957.4
7.41036 53616.8
7.53516 52866.8
7.54348 52946.4
7.65996 52277
7.66828 52355.9
7.72556 52102.4
7.73388 52180.8
7.79116 51930.6
7.79948 52008.6
7.8078 52086.4
7.85676 51894.2
7.86508 51971.5
7.92332 51720.7
7.93164 51797.6
7.99724 51502.8
8.00556 51579.2
8.01388 51655.4
8.08044 51358.6
8.08876 51434.3
8.09708 51509.9
8.1054 51585.4
8.18028 51240.3
8.1886 51315.2
8.19692 51390
8.20524 51464.7
8.28844 51073.5
8.29676 51147.7
8.30508 51221.7
8.3134 51295.5
8.32172 51369.2
8.3966 51034.9
8.40492 51108.2
8.41324 51181.2
8.42156 51254.2
8.50476 50875
8.51308 50947.5
8.5214 51019.8
8.52972 51091.9
8.53804 51164
8.62956 50741.9
8.63788 50813.4
8.6462 50884.8
8.65452 50956
8.66284 51027.1
8.67116 51098.1
8.76268 50683.1
8.771 50753.6
8.77932 50824
8.78764 50894.2
8.79596 50964.3
8.80428 51034.3
8.8958 50626.1
8.90412 50695.6
8.91244 50765
8.92076 50834.2
8.92908 50903.3
8.9374 50972.3
8.979 50852
8.98732 50920.6
8.99564 50989.1
9.05292 50781.4
9.06124 50849.6
9.11852 50644.2
9.12684 50712
9.13516 50779.6
9.18508 50616.9
9.1934 50684.2
9.24236 50528.2
9.25068 50595.2
9.29964 50440.7
9.30796 50507.3
9.36524 50309.4
9.37356 50375.7
9.38188 50441.9
9.44012 50240.9
9.44844 50306.7
9.45676 50372.4
9.46508 50438
9.53164 50194.9
9.53996 50260.2
9.54828 50325.3
9.5566 50390.3
9.56492 50455.2
